10,tcp,http,SF,1330,1010,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,4,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,172.28.140.219,59348,185.125.190.80,80,2024-04-02T19:19:17
11,tcp,http,SF,163416,8771421,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2,5,1.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,172.28.140.219,42340,91.189.91.81,80,2024-04-02T19:19:17
11,tcp,http,SF,152048,7836331,0,0,0,1,3,0.00,0.00,0.00,0.00,1.00,0.00,0.67,3,6,1.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,172.28.140.219,42356,91.189.91.81,80,2024-04-02T19:19:17
0,tcp,http,RSTO,128,74,0,0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,7,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,172.28.140.219,43592,91.189.91.83,80,2024-04-02T19:19:03
0,tcp,http,RSTO,128,74,0,0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,8,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,172.28.140.219,40558,91.189.91.82,80,2024-04-02T19:19:06
1,tcp,http_443,RSTO,5048,156756,0,0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,9,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,172.28.140.219,54814,185.125.190.75,443,2024-04-02T19:19:08
2,tcp,http_443,RSTO,1632,4561,0,0,0,0,6,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,10,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,172.28.140.219,34188,54.247.62.1,443,2024-04-02T19:19:09
0,udp,domain_u,SF,150,400,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,5,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,46742,172.28.128.1,53,2024-04-02T19:18:32
3,udp,other,SF,868,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,7,1.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,172.28.128.1,52409,239.255.255.250,1900,2024-04-02T19:18:37
0,udp,domain_u,SF,89,150,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,6,6,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,35265,172.28.128.1,53,2024-04-02T19:19:02
0,udp,domain_u,SF,156,412,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7,7,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,45558,172.28.128.1,53,2024-04-02T19:19:02
9,udp,domain_u,SF,90,604,0,0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8,8,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,54953,172.28.128.1,53,2024-04-02T19:19:12
0,udp,domain_u,SF,158,416,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,9,9,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,51944,172.28.128.1,53,2024-04-02T19:19:03
9,icmp,oth_i,SF,2429,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,10,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,0,172.28.128.1,0,2024-04-02T19:19:15
9,udp,domain_u,SF,92,708,0,0,0,6,5,0.00,0.00,0.00,0.00,0.83,0.17,0.00,11,10,0.91,0.09,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,34069,172.28.128.1,53,2024-04-02T19:19:15
9,udp,domain_u,SF,90,604,0,0,0,7,6,0.00,0.00,0.00,0.00,0.86,0.14,0.00,12,11,0.92,0.08,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,47298,172.28.128.1,53,2024-04-02T19:19:15
9,udp,domain_u,SF,94,668,0,0,0,8,7,0.00,0.00,0.00,0.00,0.88,0.12,0.00,13,12,0.92,0.08,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,55980,172.28.128.1,53,2024-04-02T19:19:15
9,udp,domain_u,SF,93,632,0,0,0,9,8,0.00,0.00,0.00,0.00,0.89,0.11,0.00,14,13,0.93,0.07,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,43697,172.28.128.1,53,2024-04-02T19:19:15
0,udp,domain_u,SF,89,150,0,0,0,10,9,0.00,0.00,0.00,0.00,0.90,0.10,0.00,15,14,0.93,0.07,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,52351,172.28.128.1,53,2024-04-02T19:19:06
9,udp,domain_u,SF,95,692,0,0,0,11,10,0.00,0.00,0.00,0.00,0.91,0.09,0.00,16,15,0.94,0.06,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,36349,172.28.128.1,53,2024-04-02T19:19:15
0,udp,domain_u,SF,88,145,0,0,0,12,11,0.00,0.00,0.00,0.00,0.92,0.08,0.00,17,16,0.94,0.06,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,35692,172.28.128.1,53,2024-04-02T19:19:06
9,udp,domain_u,SF,90,696,0,0,0,13,12,0.00,0.00,0.00,0.00,0.92,0.08,0.00,18,17,0.94,0.06,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,45928,172.28.128.1,53,2024-04-02T19:19:15
9,udp,domain_u,SF,88,608,0,0,0,14,13,0.00,0.00,0.00,0.00,0.93,0.07,0.00,19,18,0.95,0.05,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,36756,172.28.128.1,53,2024-04-02T19:19:15
0,udp,domain_u,SF,156,412,0,0,0,15,14,0.00,0.00,0.00,0.00,0.93,0.07,0.00,20,19,0.95,0.05,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,59914,172.28.128.1,53,2024-04-02T19:19:06
0,udp,domain_u,SF,158,416,0,0,0,16,15,0.00,0.00,0.00,0.00,0.94,0.06,0.00,21,20,0.95,0.05,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,37135,172.28.128.1,53,2024-04-02T19:19:06
1,udp,domain_u,SF,152,624,0,0,0,17,16,0.00,0.00,0.00,0.00,0.94,0.06,0.00,22,21,0.95,0.05,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,54023,172.28.128.1,53,2024-04-02T19:19:07
0,udp,domain_u,SF,160,352,0,0,0,18,17,0.00,0.00,0.00,0.00,0.94,0.06,0.00,23,22,0.96,0.04,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,47382,172.28.128.1,53,2024-04-02T19:19:06
0,udp,domain_u,SF,156,500,0,0,0,19,18,0.00,0.00,0.00,0.00,0.95,0.05,0.00,24,23,0.96,0.04,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,53525,172.28.128.1,53,2024-04-02T19:19:06
0,udp,domain_u,SF,164,884,0,0,0,20,19,0.00,0.00,0.00,0.00,0.95,0.05,0.00,25,24,0.96,0.04,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,60968,172.28.128.1,53,2024-04-02T19:19:06
0,udp,domain_u,SF,162,383,0,0,0,21,20,0.00,0.00,0.00,0.00,0.95,0.05,0.00,26,25,0.96,0.04,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,60192,172.28.128.1,53,2024-04-02T19:19:06
0,udp,domain_u,SF,168,485,0,0,0,22,21,0.00,0.00,0.00,0.00,0.95,0.05,0.00,27,26,0.96,0.04,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,51974,172.28.128.1,53,2024-04-02T19:19:06
0,udp,domain_u,SF,154,232,0,0,0,23,22,0.00,0.00,0.00,0.00,0.96,0.04,0.00,28,27,0.96,0.04,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,42969,172.28.128.1,53,2024-04-02T19:19:06
9,udp,domain_u,SF,87,592,0,0,0,24,23,0.00,0.00,0.00,0.00,0.96,0.04,0.00,29,28,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,60746,172.28.128.1,53,2024-04-02T19:19:15
0,udp,domain_u,SF,150,400,0,0,0,25,24,0.00,0.00,0.00,0.00,0.96,0.04,0.00,30,29,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,58113,172.28.128.1,53,2024-04-02T19:19:06
1,tcp,http_443,S1,148,0,0,0,0,0,7,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1,11,1.00,0.00,0.00,0.91,0.00,0.00,0.00,0.00,172.28.140.219,44336,54.217.10.153,443,2024-04-02T19:19:07
9,udp,domain_u,SF,86,588,0,0,0,26,25,0.00,0.00,0.00,0.00,0.96,0.04,0.00,31,30,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,49589,172.28.128.1,53,2024-04-02T19:19:15
0,udp,domain_u,SF,148,396,0,0,0,27,26,0.00,0.00,0.00,0.00,0.96,0.04,0.00,32,31,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00,172.28.140.219,56015,172.28.128.1,53,2024-04-02T19:19:06
30,tcp,http_443,RSTR,74,54,0,0,0,0,8,0.00,0.12,0.00,0.00,0.00,0.00,1.00,0,12,0.00,0.00,0.00,1.00,0.00,0.08,0.00,0.00,172.28.140.219,44444,34.254.182.186,443,2024-04-02T19:19:36
0,tcp,http_443,S1,74,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,13,0.00,0.00,0.00,1.00,0.00,0.08,0.00,0.00,172.28.140.219,55168,34.243.160.129,443,2024-04-02T19:19:07
0,tcp,http_443,S1,74,0,0,0,0,0,2,0.00,0.50,0.00,0.00,0.00,0.00,1.00,0,14,0.00,0.00,0.00,1.00,0.00,0.14,0.00,0.00,172.28.140.219,37526,54.171.230.55,443,2024-04-02T19:19:07
